order_id,receipt,amount_paise,status,created_at
order_rJlyWOKSzLlfN3,RCPT-2025-00900,114200,paid,2025-06-28T20:54:00
order_w6DkVRwNksO3BS,RCPT-2025-00901,101200,paid,2025-06-28T14:42:00
order_7hBMUwBc51ymfm,RCPT-2025-00902,43291,paid,2025-06-28T18:38:00
order_VXtfdQbmmj4msh,RCPT-2025-00903,1558000,paid,2025-06-28T20:21:00
order_uIPqr35AcjS5if,RCPT-2025-00904,14709,paid,2025-06-28T11:13:00
order_Thpyoedww5nxoM,RCPT-2025-00905,595000,paid,2025-06-28T17:52:00
order_nUC3AsRscMqiRd,RCPT-2025-00906,17400,paid,2025-06-29T21:53:00
order_2qnX94N4GGPmSI,RCPT-2025-00907,12300,paid,2025-06-29T22:25:00
order_WeyOECVf8D8Ubl,RCPT-2025-00908,1989300,created,2025-06-29T17:56:00
order_dxvwURpTITCCrG,RCPT-2025-00909,2442100,paid,2025-06-29T12:10:00
order_ZsuU5TWqIPWLpB,RCPT-2025-00910,33100,paid,2025-06-29T14:45:00
order_V5IUaoQoUtiLNM,RCPT-2025-00911,1531318,paid,2025-06-29T17:46:00
order_8nmZGamzy3NQuo,RCPT-2025-00912,14400,paid,2025-06-29T16:18:00
order_HyjWxGqz2LbFdP,RCPT-2025-00913,10700,created,2025-06-29T09:03:00
order_011yDDw5aCaMyI,RCPT-2025-00914,149200,paid,2025-06-29T09:56:00
order_XTSkCumBNvnBF3,RCPT-2025-00915,420300,paid,2025-06-29T06:35:00
