payment_id,order_id,method,amount_paise,fee_paise,tax_paise,status,created_at,settlement_id
pay_Dssz9mw383O09f,order_t4tiKMlZGgnNZs,card,12400,248,45,captured,2025-05-27T16:41:55,setl_FSGyHOANDrzj2U
pay_UcLgZTSXsfsoRh,order_60ilWgBJ3s8l6A,card,401100,8022,1444,captured,2025-05-27T21:10:36,setl_FSGyHOANDrzj2U
pay_Mnr4oK2Ynjdtn0,order_FjbHBBOoae80WM,card,171500,3430,617,captured,2025-05-27T15:17:09,setl_FSGyHOANDrzj2U
pay_8DCL15tEwk2q42,order_qdcO0bCUqhMlgh,upi,114700,344,62,captured,2025-05-27T13:04:38,setl_haAaQMnAH8n7pq
pay_PrqZFyyRPaHHBy,order_gEQ4FyZzOj2vXk,upi,234600,704,127,captured,2025-05-28T19:20:00,setl_jnuri38fo7sMjC
pay_TlqkQ6xzLUCXfq,order_EZ1MuWMZY9Krdn,upi,90200,271,49,captured,2025-05-28T19:44:11,setl_jnuri38fo7sMjC
pay_PRxWKOsDUf1Qoy,order_NTiTwpIRmGODqR,netbanking,2319900,39438,7099,captured,2025-05-28T22:43:00,setl_hVLunKHzRsIHI9
pay_QiteUpIDhXNyyL,order_lreMUGD5X6iEoe,card,401500,8030,1445,captured,2025-05-28T13:51:21,setl_hVLunKHzRsIHI9
pay_qfbczwAD2bhCtM,order_MDn5cu51jDV5PT,netbanking,102100,1736,312,captured,2025-05-28T10:10:38,setl_hVLunKHzRsIHI9
pay_mHTM8xwjtMtWEU,order_uxkXPMM6F2GYtB,upi,139100,417,75,captured,2025-05-28T14:26:35,setl_jnuri38fo7sMjC
pay_nV8rgUEMvc2QoX,order_UnncJbd3J03LjU,card,2357500,47150,8487,captured,2025-05-28T09:19:10,setl_hVLunKHzRsIHI9
pay_cZx5PR9yzJTesJ,order_qWQkYbXhqWhz93,netbanking,412247,7008,1261,captured,2025-05-28T14:46:54,setl_hVLunKHzRsIHI9
pay_jlBVng0rQgzgZm,order_qWQkYbXhqWhz93,upi,412247,1237,223,failed,2025-05-28T16:46:33,
pay_GyPF0GdryUS8WC,order_fxfmHeOBXYnEfQ,netbanking,447000,7599,1368,captured,2025-05-28T10:53:11,setl_hVLunKHzRsIHI9
pay_aMSWcTAjaRlxbW,order_7Xfic7BtSt6uGT,upi,8900,27,5,captured,2025-05-29T20:08:28,setl_H3UnuOiQ3c6KS1
pay_wDTOpbbTivdngl,order_sQ8HzALkjU5trn,upi,750400,2251,405,captured,2025-05-29T21:08:33,setl_H3UnuOiQ3c6KS1
pay_FfdDeppb5UFxr2,order_yfTwjOpKn4iGmW,upi,1297900,3894,701,captured,2025-05-29T20:02:09,setl_H3UnuOiQ3c6KS1
pay_zjKCjSltxoB9U5,order_LZJdpzSoC9le8B,upi,2075700,6227,1121,captured,2025-05-29T15:42:21,setl_H3UnuOiQ3c6KS1
pay_HAbvBiYzVPaKMi,order_HU58kxeA5OA9Iz,card,40900,818,147,captured,2025-05-29T22:41:16,setl_H3UnuOiQ3c6KS1
pay_l62jOF2LZTlQF9,order_8oT79fhSXtDeNV,netbanking,376500,6401,1152,captured,2025-05-29T11:04:22,setl_H3UnuOiQ3c6KS1
pay_zcys6kO2cQE3lK,order_QeskwuTyisP6sQ,upi,14500,44,8,captured,2025-05-29T17:01:48,setl_H3UnuOiQ3c6KS1
pay_S7H5FQDPVKdNK1,order_sMil2GDoWPue4P,upi,1213600,3641,655,captured,2025-05-29T09:27:08,setl_H3UnuOiQ3c6KS1
pay_s8FZVpyxfIRfmS,order_os11MWYOSwtRNc,card,559400,11188,2014,captured,2025-05-29T09:11:15,setl_H3UnuOiQ3c6KS1
pay_YIqSyF0240ozbA,order_dTcLrHwSIWQK34,upi,2752500,8258,1486,captured,2025-05-29T14:53:44,setl_H3UnuOiQ3c6KS1
pay_mNu7uhbqoty1ra,order_dTcLrHwSIWQK34,upi,2752500,8258,1486,captured,2025-05-29T15:08:44,setl_H3UnuOiQ3c6KS1
pay_zbwrqp4JO0kqzZ,order_JXSwE7pKm78CfF,card,75000,1500,270,captured,2025-05-29T21:51:48,setl_H3UnuOiQ3c6KS1
pay_PjIGY69SXasrT8,order_JXSwE7pKm78CfF,card,75000,1500,270,failed,2025-05-29T22:22:38,
pay_CJpozK0Ab57BZa,order_9iEA7hpEbOxzkg,wallet,24500,490,88,captured,2025-05-29T15:30:36,setl_H3UnuOiQ3c6KS1
pay_7UvRIP64PnnGvu,order_6ymtFAfv2SJCfy,upi,88200,265,48,captured,2025-05-29T08:29:58,setl_H3UnuOiQ3c6KS1
pay_3y2kjHT1C4ZjMK,order_WkREX4CXOoblRF,card,377800,7556,1360,captured,2025-05-29T18:09:50,setl_H3UnuOiQ3c6KS1
pay_0QVwrL7mXH0BDH,order_cc9ehxgp7y8OAA,upi,1468507,4406,793,captured,2025-05-30T22:15:40,setl_NbJ2qTME2hCE3K
pay_fpYal02Nk2kHx7,order_GEgQPrCf0LM3Qi,card,151900,3038,547,captured,2025-05-30T19:38:06,setl_NbJ2qTME2hCE3K
pay_vrtIwpAxxt547x,order_TIWj6xSbsC3OkY,upi,26200,79,14,captured,2025-05-30T15:36:20,setl_NbJ2qTME2hCE3K
pay_i4ximN49FbQ3IP,order_yKEiD7BdQCbhoe,card,69334,1387,250,captured,2025-05-30T10:39:28,setl_NbJ2qTME2hCE3K
pay_3iWUY15YfxpOBq,order_dXVa1KOnVrTMrS,upi,8700,26,5,captured,2025-05-30T10:02:19,setl_NbJ2qTME2hCE3K
pay_Di60Nz47TGEj2j,order_RKozVNtOgp6QP2,netbanking,1846700,31394,5651,captured,2025-05-30T13:14:34,setl_NbJ2qTME2hCE3K
pay_rEkRUzT9csZrUq,order_cIuIwll1nv10EB,upi,472100,1416,255,captured,2025-05-30T18:06:28,setl_NbJ2qTME2hCE3K
pay_pxY9YeGOVsdsOw,order_S2lAXYfy5YuRsw,upi,24900,75,14,captured,2025-05-30T07:26:40,setl_NbJ2qTME2hCE3K
pay_YLLbtSKdnqg3xD,order_uOeyPDvkc52Gzw,card,19500,390,70,captured,2025-05-30T13:36:49,setl_NbJ2qTME2hCE3K
pay_ASiYmssSc2UFoy,order_HGOK4PJs7s3WPt,upi,109400,328,59,captured,2025-05-30T12:13:05,setl_NbJ2qTME2hCE3K
pay_WvZdj7ez07nFyT,order_kBUMxiuQ9eJtz6,wallet,10900,218,39,captured,2025-05-30T08:28:48,setl_NbJ2qTME2hCE3K
pay_50PwJTZBEGUck7,order_uvxWIxkRffkFqt,netbanking,28500,485,87,captured,2025-05-30T08:59:50,setl_NbJ2qTME2hCE3K
pay_6b9141fCctrNtd,order_H7cwpUpxjCOpMH,upi,475800,1427,257,captured,2025-05-30T10:10:51,setl_NbJ2qTME2hCE3K
pay_KCUmslpmNSwgA0,order_KvXjHLIQrT1mPw,card,16575,332,60,captured,2025-05-31T10:03:47,setl_16hUKEDHfsQSsm
pay_Vb2cMFkbCnE1FX,order_cj2k7tQBMlAoqL,card,196700,3934,708,captured,2025-05-31T07:10:48,setl_16hUKEDHfsQSsm
pay_FgDl9m3by0fi7t,order_q15cTCcyo3LA29,card,28000,560,101,captured,2025-05-31T19:44:46,setl_16hUKEDHfsQSsm
pay_OCYjxIurQNp9Yb,order_h7qUcUWRxwXABs,netbanking,636600,10822,1948,captured,2025-05-31T17:03:42,setl_16hUKEDHfsQSsm
pay_TTCEMva6imY9Af,order_ub6jNz6PQyM3Yq,wallet,517000,10340,1861,captured,2025-05-31T09:07:32,setl_16hUKEDHfsQSsm
pay_vQXKiWijudgksT,order_kon0WljfrCY1jL,wallet,96900,1938,349,captured,2025-05-31T09:29:31,setl_16hUKEDHfsQSsm
pay_yMrrx5RNvwziY8,order_c14pLHve44EG55,upi,38500,116,21,captured,2025-05-31T20:02:42,setl_16hUKEDHfsQSsm
pay_h6LYjAoUwSDw0k,order_A6QF74syXfpqt0,upi,639000,1917,345,captured,2025-05-31T19:17:08,setl_16hUKEDHfsQSsm
pay_ndzoI6dCGc5Juv,order_662UHC76em312j,card,128677,2574,463,captured,2025-05-31T16:20:19,setl_16hUKEDHfsQSsm
pay_dIoXKBXbK8dPIs,order_Sr7SB1UDyJXtEJ,card,16300,326,59,captured,2025-05-31T12:58:54,setl_16hUKEDHfsQSsm
pay_9Oy5srnJzUO4Ph,order_rvWHNo2CRq6pOI,upi,41500,125,23,captured,2025-05-31T20:21:18,setl_16hUKEDHfsQSsm
pay_8GZLDAI50tSrhF,order_rvWHNo2CRq6pOI,upi,41500,125,23,failed,2025-05-31T16:59:44,
pay_a8joStmP0vTfae,order_5V71Cvmr8oqVv8,card,556200,11124,2002,captured,2025-05-31T20:27:35,setl_16hUKEDHfsQSsm
pay_frlLeQOHLCHQBf,order_bNbDVI5gO0ZMD5,upi,1090400,3271,589,captured,2025-05-31T07:10:10,setl_16hUKEDHfsQSsm
pay_bU7jO3pvUizM85,order_L0avCq1jPGz1cG,card,8500,170,31,captured,2025-05-31T17:52:28,setl_16hUKEDHfsQSsm
pay_wOqvuZt2nvXKat,order_a6efm6ETdQ8O6h,netbanking,240800,4094,737,captured,2025-05-31T17:39:35,setl_16hUKEDHfsQSsm
pay_XnQj2FNS2d2Rbe,order_9oH59UAAqXtsIo,upi,17000,51,9,captured,2025-05-31T12:45:31,setl_16hUKEDHfsQSsm
pay_JWA2u2LPF3BQf0,order_4Z1xjraiPL5Zuw,upi,141800,425,77,captured,2025-05-31T20:28:52,setl_16hUKEDHfsQSsm
pay_ZZZWI6QAkA7baU,order_JSG1Io2MH516Hu,upi,206400,619,111,captured,2025-06-01T21:36:30,setl_VhZu6f6hBfBhRT
pay_WgutmPtqOaviu1,order_gg0vVmhDzkdR7m,wallet,12300,246,44,captured,2025-06-01T21:10:51,setl_6yPrPteGeQj9DL
pay_CKFLp0QFVwT8Kd,order_LBl0ZozTSXbsGf,card,301900,6038,1087,captured,2025-06-01T11:00:39,setl_6yPrPteGeQj9DL
pay_zesTpgOIjNhdsI,order_iWv36EVuCna5Ox,card,1244172,24883,4479,captured,2025-06-01T07:11:35,setl_6yPrPteGeQj9DL
pay_ZdDVxvuE8FBgGA,order_UJ9uPQU5OgcH7j,upi,1212100,3636,654,captured,2025-06-01T17:33:47,setl_VhZu6f6hBfBhRT
pay_5w8xEXZZpElyVm,order_5tfNWPsqdo6Kag,upi,108500,326,59,captured,2025-06-01T09:31:51,setl_VhZu6f6hBfBhRT
pay_TL98b7zmwivXhZ,order_uNr5DQ8HUQACM4,card,1244700,24894,4481,captured,2025-06-02T16:12:42,setl_qHcqVMuQWx4XE1
pay_wOz57Wu7XisYyz,order_tgc0Lk8Nm0dhb7,wallet,51600,1032,186,captured,2025-06-02T13:44:22,setl_qHcqVMuQWx4XE1
pay_19JOrtB0PwK7TD,order_VtaXEdKAWuuCqz,upi,584400,1753,316,captured,2025-06-02T10:31:53,setl_qHcqVMuQWx4XE1
pay_WrfGINxAa6iTRn,order_8nQ8zULyObQbq2,card,402300,8046,1448,captured,2025-06-02T20:31:05,setl_qHcqVMuQWx4XE1
pay_LwvBY4Y7STa3lY,order_nkLj8he7uatQPU,card,145000,2900,522,captured,2025-06-02T22:11:42,setl_qHcqVMuQWx4XE1
pay_dxKAMJHbO40KNZ,order_6nzpEbEAyfrziv,card,25600,512,92,captured,2025-06-02T07:51:29,setl_qHcqVMuQWx4XE1
pay_uiH2q7CeBEBLno,order_07O4igqp4Nqqsa,card,1543000,30860,5555,captured,2025-06-02T12:40:32,setl_qHcqVMuQWx4XE1
pay_6WCg3IknPoymmq,order_ezE3Hci0KlWV7T,upi,247900,744,134,captured,2025-06-02T22:48:20,setl_qHcqVMuQWx4XE1
pay_nhtc4cbB3WBayn,order_EvtcNLjpJrSmww,card,1805900,36118,6501,captured,2025-06-02T09:23:10,setl_qHcqVMuQWx4XE1
pay_tAKHmbpuwE5650,order_d5gzeedgGBFroP,card,1448128,28963,5213,captured,2025-06-03T09:33:25,setl_FczN44pxVM3pX2
pay_CjcSv0zZv3oHrM,order_nSuSwxrsktZhF2,netbanking,17500,298,54,captured,2025-06-03T18:15:27,setl_FczN44pxVM3pX2
pay_arzrw1xSVGrJOm,order_bu6ZoBKVVulYOx,netbanking,10600,180,32,captured,2025-06-03T12:51:56,setl_FczN44pxVM3pX2
pay_tyHelSVzoXrLTT,order_2h96WfVi2sQZuY,netbanking,357000,6069,1092,captured,2025-06-03T21:43:22,setl_FczN44pxVM3pX2
pay_Ru1z8YIdv6dTCV,order_5HZcfE3v5CiLim,wallet,539500,10790,1942,captured,2025-06-03T10:35:31,setl_FczN44pxVM3pX2
pay_8rVhulC6LOOR4C,order_G7gBtYUQFrvLES,upi,13700,41,7,captured,2025-06-03T11:31:58,setl_FczN44pxVM3pX2
pay_CmwVkXXyBMS1aQ,order_aBKblFPzeAVrl1,upi,231100,693,125,captured,2025-06-03T12:00:27,setl_FczN44pxVM3pX2
pay_x7dLglHKqcA37O,order_KngX2rJ3EuqrJH,upi,927716,2783,501,captured,2025-06-03T16:36:29,setl_FczN44pxVM3pX2
pay_mfVACgX2iL6NTi,order_1QeKskkuHKNUgO,upi,15300,46,8,captured,2025-06-04T10:38:03,setl_u4CgUHArCowcE2
pay_t0nbXURCwboebZ,order_2IgcXFxTfEwOvk,upi,82457,247,44,captured,2025-06-04T07:13:57,setl_u4CgUHArCowcE2
pay_WAz1lHgVmPZgiF,order_Kwos2m7TxM0OMN,netbanking,51200,870,157,captured,2025-06-04T08:46:42,setl_u4CgUHArCowcE2
pay_nj3XnHIbbcqQ8S,order_4oAhGvqvXkduJH,upi,1218500,3656,658,captured,2025-06-04T22:34:21,setl_u4CgUHArCowcE2
pay_8JHd5DHm9hakMS,order_ylFOv9tkz9BI49,upi,661600,1985,357,captured,2025-06-04T17:09:03,setl_u4CgUHArCowcE2
pay_LdWeCpu3qg7f4i,order_V0z6mZ1OLXHDw5,upi,11800,35,6,captured,2025-06-04T19:32:53,setl_u4CgUHArCowcE2
pay_TWmJcVeQALMMRs,order_6jXnzPQ5q88GVP,netbanking,2441600,41507,7471,captured,2025-06-04T12:33:06,setl_u4CgUHArCowcE2
pay_PGfMInCjQYBTUR,order_bVvKUbpqozJBcG,card,57900,1158,208,captured,2025-06-05T21:18:06,setl_qnO6kHYqPI6nl8
pay_JqIMPPJwxeyqGC,order_5ZjDSBWLwvi3V1,card,1929900,38598,6948,captured,2025-06-05T18:32:39,setl_qnO6kHYqPI6nl8
pay_6xYfhX3Qh1tErp,order_DpH7vno409w6D9,upi,727700,2183,393,captured,2025-06-05T15:23:45,setl_qnO6kHYqPI6nl8
pay_NBvQGx7SRI7LNL,order_0KIPBCnMlMWcM2,upi,26800,80,14,refunded,2025-06-05T09:12:15,
pay_iaBdZU80Qo7OrT,order_k87yCHPXB86PJO,netbanking,8700,148,27,captured,2025-06-05T13:27:29,setl_qnO6kHYqPI6nl8
pay_2zSKYnzRlsqnpl,order_Np2AkddRariOcx,upi,488350,1465,264,captured,2025-06-05T18:48:20,setl_qnO6kHYqPI6nl8
pay_1tMNcQllJTbynh,order_Np2AkddRariOcx,upi,488350,1465,264,failed,2025-06-05T13:16:04,
pay_1ZdX7yzXjROAJV,order_i3ezjV2e1Fpn8g,upi,17600,53,10,captured,2025-06-05T20:16:12,setl_qnO6kHYqPI6nl8
pay_So3DxpHwr0y0O5,order_AekcXSDn6ZBGQy,card,176500,3530,635,captured,2025-06-05T08:42:58,setl_qnO6kHYqPI6nl8
pay_Z8MWLRxgUoPeYZ,order_LfsG11XCXatnn7,upi,185600,557,100,captured,2025-06-05T15:21:16,setl_qnO6kHYqPI6nl8
pay_aR6R5GqQrbrQx9,order_z75bYK2e67O9Z3,card,27100,542,98,captured,2025-06-05T07:23:09,setl_qnO6kHYqPI6nl8
pay_OMB6Fe0l3bUqCa,order_AIvBHXPTvFEAX6,card,50964,1019,183,captured,2025-06-06T18:16:10,setl_LXBmnUFBXfpRvE
pay_lEleDLi0ofCBQC,order_AOzO8u6m8GAwOs,upi,1303000,3909,704,captured,2025-06-06T15:56:07,setl_LXBmnUFBXfpRvE
pay_U5tALWLSues84v,order_MCiEOvA2NrCWAw,upi,43000,129,23,captured,2025-06-06T10:29:09,setl_LXBmnUFBXfpRvE
pay_yWfJpLnNpuU2c0,order_MCiEOvA2NrCWAw,card,43000,860,155,failed,2025-06-06T20:28:39,
pay_QbgGwtiDGn6EBW,order_w0wQAYaB7FKwF5,upi,2464900,7395,1331,captured,2025-06-06T08:30:52,setl_LXBmnUFBXfpRvE
pay_xrlaVdsn3liFJ5,order_r0jQ09km4Qkzda,upi,2044000,6132,1104,captured,2025-06-06T12:27:22,setl_LXBmnUFBXfpRvE
pay_8z00N3WzAeS14E,order_gUFI83guAdZlhl,upi,26100,78,14,refunded,2025-06-06T09:04:41,
pay_xyQ2ClfdlxBpMb,order_KDcMtkSV5KVpf1,netbanking,145537,2474,445,captured,2025-06-06T11:46:25,setl_LXBmnUFBXfpRvE
pay_rJb9slhAEaq1c3,order_DrA9uHv0YWegJw,card,176000,3520,634,captured,2025-06-06T14:09:15,setl_LXBmnUFBXfpRvE
pay_DPm9lleKajStV3,order_hi0bHEvI2D7ZZw,card,9391,188,34,captured,2025-06-06T07:01:48,setl_LXBmnUFBXfpRvE
pay_x8YrXgbPUOAYi7,order_4gDXe03hpVpxys,card,78700,1574,283,captured,2025-06-06T19:00:59,setl_LXBmnUFBXfpRvE
pay_HggK45lCae6cu6,order_4gDXe03hpVpxys,upi,78700,236,42,failed,2025-06-06T11:53:07,
pay_w9dYjvYCTs340V,order_xkbYJDlRrL1NOl,netbanking,741979,12614,2271,captured,2025-06-06T21:40:04,setl_LXBmnUFBXfpRvE
pay_2ZerC4xsiPgQjK,order_HhlKpIOywKPSku,netbanking,2906800,49416,8895,captured,2025-06-07T10:47:25,setl_tAYBt2FClX2ZwW
pay_VIOcgGnjzOpa0t,order_Au3KX36bqJu172,upi,2315300,6946,1250,captured,2025-06-07T14:05:29,setl_tAYBt2FClX2ZwW
pay_Xz3t6auLn2Zvxi,order_MlzBNlfmEHVTjx,upi,195500,587,106,captured,2025-06-07T14:25:37,setl_tAYBt2FClX2ZwW
pay_RCcn7mnNLm41S7,order_GPogeFSG75GHX3,card,138400,2768,498,captured,2025-06-07T18:43:50,setl_tAYBt2FClX2ZwW
pay_Jxt2dOL7qJ9nWS,order_AnSW9sMY1wruif,upi,61000,183,33,captured,2025-06-07T14:52:26,setl_tAYBt2FClX2ZwW
pay_fceL1QlwclIZHd,order_AnSW9sMY1wruif,upi,61000,183,33,failed,2025-06-07T17:54:18,
pay_IKWVSr7gjzGH5o,order_ku5zetewsAuIEo,upi,46200,139,25,captured,2025-06-07T10:31:22,setl_tAYBt2FClX2ZwW
pay_rVCitPqnDMsVIz,order_WvECQLZE4lFbc3,wallet,289700,5794,1043,captured,2025-06-07T12:01:14,setl_tAYBt2FClX2ZwW
pay_sFu99TbGoXUdeC,order_WvECQLZE4lFbc3,upi,289700,869,156,failed,2025-06-07T13:19:09,
pay_9dz554W7aZFMfA,order_HopFe474IIhkXd,wallet,679900,13598,2448,captured,2025-06-07T18:40:06,setl_tAYBt2FClX2ZwW
pay_zxrd09jKqXJvkD,order_WethxaatGoNi6Z,card,762700,15254,2746,captured,2025-06-07T12:41:45,setl_tAYBt2FClX2ZwW
pay_0UuW8X4NlgGVoB,order_C9eO2YyE23nXsM,upi,2009200,6028,1085,captured,2025-06-07T19:13:49,setl_tAYBt2FClX2ZwW
pay_hupAWq8py9kAI8,order_AIFtK1BUPe2DrY,upi,123611,371,67,captured,2025-06-07T07:30:25,setl_tAYBt2FClX2ZwW
pay_OKDkgcFuPGeFca,order_va0QYK8Iv7X0L9,card,71500,1430,257,captured,2025-06-07T10:49:36,setl_tAYBt2FClX2ZwW
pay_yoTEXsLCIYEx7U,order_pQH5XahAl0X45g,upi,15400,46,8,captured,2025-06-07T20:22:56,setl_tAYBt2FClX2ZwW
pay_UuCUGoDJUAJeAx,order_sszHdeMEfCRORP,card,19600,392,71,captured,2025-06-07T09:59:01,setl_tAYBt2FClX2ZwW
pay_FlFG6k5NKJepow,order_RqdbD7T0LR2kv4,card,113500,2270,409,captured,2025-06-07T12:25:58,setl_tAYBt2FClX2ZwW
pay_UJmL0xljapCMVL,order_wtQVe9TYYJnJ4v,card,18200,364,66,captured,2025-06-08T09:18:43,setl_jYa24Xwphe0kKk
pay_1s8LYDhbBEWXv8,order_idVo1aTeHUUF25,card,153705,3074,553,captured,2025-06-08T20:02:20,setl_jYa24Xwphe0kKk
pay_TyVmopR9i4BWQB,order_GH6z0PwMofDf8U,upi,616700,1850,333,captured,2025-06-08T14:31:19,setl_jYa24Xwphe0kKk
pay_Lab4LO86v9ROMY,order_WtNH7h7w6ZZPMs,netbanking,2737700,46541,8377,captured,2025-06-08T21:58:34,setl_jYa24Xwphe0kKk
pay_EIyduVFpjGfeC1,order_6uGVp4HVflslry,upi,2918200,8755,1576,captured,2025-06-08T15:24:33,setl_jYa24Xwphe0kKk
pay_dTILXnl3qNsVhc,order_qmslfes6THHkd1,card,269700,5394,971,captured,2025-06-08T14:54:45,setl_jYa24Xwphe0kKk
pay_ldijXlIcE1ucOU,order_xzfrEL5ELHFplR,upi,926900,2781,501,captured,2025-06-08T17:16:02,setl_jYa24Xwphe0kKk
pay_W8EAEeIb5Aue1p,order_nEKBDggj2eF6OL,card,37211,744,134,refunded,2025-06-08T08:44:53,
pay_wdlEnxuiPJCYdn,order_XnhMn1LFjzH5k7,upi,1140300,3421,616,captured,2025-06-09T09:25:53,setl_dWbQToZOUi7Noa
pay_9lWVnkJIthnu2x,order_2ZPOZ1OSPPnfbO,wallet,1868800,37376,6728,captured,2025-06-09T14:45:34,setl_dWbQToZOUi7Noa
pay_clm4ica0Er2Sy1,order_r1p99z2FWJad9R,card,8167,163,29,captured,2025-06-09T09:43:51,setl_dWbQToZOUi7Noa
pay_ZabtH8DIrzxi1S,order_lpECTK7jVdtID7,card,165400,3308,595,captured,2025-06-09T22:54:11,setl_dWbQToZOUi7Noa
pay_mT9KRAYJ2JhL6f,order_KCWutnoP7UuYcT,netbanking,124700,2120,382,captured,2025-06-09T10:31:27,setl_dWbQToZOUi7Noa
pay_60ZcjfmFyme426,order_UshU2ax069XxVd,card,24600,492,89,captured,2025-06-09T12:20:42,setl_dWbQToZOUi7Noa
pay_SzBtIcoUJjDqe4,order_BGPIghlfX83b5z,upi,933500,2801,504,captured,2025-06-09T12:05:19,setl_dWbQToZOUi7Noa
pay_eaEBrDo6uiQIin,order_DNtjj5AgDKlKXh,upi,2269000,6807,1225,captured,2025-06-09T18:09:14,setl_dWbQToZOUi7Noa
pay_7SOhWnsM4U1nY6,order_yJe3izWGmmBuGe,upi,161400,484,87,captured,2025-06-09T09:09:53,setl_dWbQToZOUi7Noa
pay_8FjKDnyZOcN26R,order_tCFK57NCmgui2V,card,28914,578,104,captured,2025-06-09T17:11:58,setl_dWbQToZOUi7Noa
pay_QWGU3yjeSduRCp,order_yTCn3h7OQrVx4h,upi,538600,1616,291,captured,2025-06-09T13:43:36,setl_dWbQToZOUi7Noa
pay_5guV0VMHi3X065,order_XSLnk9BRa0mPlA,upi,52400,157,28,captured,2025-06-10T09:29:34,setl_4DgekV8B8S4QL7
pay_dLEKaLvY6Hzn3i,order_uB4UktktzuhqNb,upi,44600,134,24,captured,2025-06-10T14:52:08,setl_4DgekV8B8S4QL7
pay_IBsCy6fJuZCG86,order_QfogVjn3I9gwe2,upi,303100,909,164,captured,2025-06-10T10:01:20,setl_4DgekV8B8S4QL7
pay_ToEJ5tjLoDb9MA,order_ZCaG8Os1SCZwXP,upi,196100,588,106,captured,2025-06-10T09:50:42,setl_4DgekV8B8S4QL7
pay_4GZqRHCt5MlfND,order_axeWoq69Kffs6J,upi,22600,68,12,captured,2025-06-10T09:49:19,setl_4DgekV8B8S4QL7
pay_5dkp6eRE507wU8,order_MxuIKy0amrPCZG,card,56600,1132,204,captured,2025-06-10T15:44:48,setl_4DgekV8B8S4QL7
pay_sHENSUyJS5BaLp,order_NdXJfHizGXLv67,upi,10700,32,6,captured,2025-06-10T14:20:27,setl_4DgekV8B8S4QL7
pay_3XGoIXwBYqMDG0,order_vSB1yi8xtIVwpP,card,81200,1624,292,captured,2025-06-10T12:58:51,setl_4DgekV8B8S4QL7
pay_kc3jjjtxk0aMtL,order_7lIauXsx4isxUs,card,294187,5884,1059,captured,2025-06-10T10:47:02,setl_4DgekV8B8S4QL7
pay_sT8XpAVKsmKBic,order_0sejC4RpHlqQGB,upi,58200,175,32,captured,2025-06-10T10:34:42,setl_4DgekV8B8S4QL7
pay_SJUx59YKOp1jVT,order_0sejC4RpHlqQGB,card,58200,1164,210,failed,2025-06-10T10:30:25,
pay_ykaB3DN7IljCpL,order_oWGLWqluiBXOyt,upi,526400,1579,284,captured,2025-06-10T13:45:32,setl_4DgekV8B8S4QL7
pay_dEPseeFzxiGoeF,order_Fhc8CCShsW4P5k,upi,2831600,8495,1529,captured,2025-06-11T18:43:57,setl_FsCFcmzGiiWfGB
pay_4EljbWZatGCoAO,order_aCM0Xv4rOAVZf3,upi,31300,94,17,captured,2025-06-11T12:01:39,setl_FsCFcmzGiiWfGB
pay_aQPgtBqzN0ju01,order_kescSniIQ3tinb,upi,44800,134,24,captured,2025-06-11T13:14:02,setl_FsCFcmzGiiWfGB
pay_bmR7JgHETINoWx,order_MX1pK6uYMTZc9B,upi,2442436,7327,1319,captured,2025-06-11T16:56:32,setl_FsCFcmzGiiWfGB
pay_lB50jFRVXFXdAT,order_MX1pK6uYMTZc9B,card,2442436,48849,8793,captured,2025-06-11T17:18:32,setl_FsCFcmzGiiWfGB
pay_aKOHVpPxaPr4Hj,order_xIsAS0axXqUsaT,upi,445137,1335,240,captured,2025-06-11T14:46:21,setl_FsCFcmzGiiWfGB
pay_bSQlLAmnhEbsnu,order_ITZ9MQgg2SE73m,upi,1970000,5910,1064,captured,2025-06-11T22:11:12,setl_FsCFcmzGiiWfGB
pay_FX3uHQN72xAQWX,order_RhO87xPrUNu03t,upi,24700,74,13,captured,2025-06-11T13:05:42,setl_FsCFcmzGiiWfGB
pay_lD8jhEpq71XjEJ,order_kI4Bsxe4s78NkR,upi,34200,103,19,captured,2025-06-11T19:02:19,setl_FsCFcmzGiiWfGB
pay_6mdxvLTzxVG452,order_ZtYS8sUoRQdAJ2,upi,855200,2566,462,captured,2025-06-11T19:20:51,setl_FsCFcmzGiiWfGB
pay_SJPkR26kAP2kdW,order_qeY6Z7UX4kPhvo,upi,147600,443,80,captured,2025-06-11T12:24:57,setl_FsCFcmzGiiWfGB
pay_jNRsrZjDfLswtq,order_IOJr7SmbP9fLzs,card,1547200,30944,5570,captured,2025-06-11T10:49:28,setl_FsCFcmzGiiWfGB
pay_1dKMbtc5rTaDm6,order_lMky6jpjjXD5C8,upi,93700,281,51,captured,2025-06-12T19:17:32,setl_hMyIeRaHel90mo
pay_B8ThR3vUrTEnYc,order_h3CyFiAeIpRqGT,upi,34000,102,18,captured,2025-06-12T17:42:22,setl_hMyIeRaHel90mo
pay_fKPnAN38Kit1VI,order_zAPbVwI5HIeezP,upi,17200,52,9,captured,2025-06-12T19:57:55,setl_hMyIeRaHel90mo
pay_RExG1QPRXyEKio,order_lAYE4T2J3mAxak,card,798800,15976,2876,captured,2025-06-12T22:28:39,setl_9IfyGWU1TujH72
pay_svopHudJt6Ng0O,order_cYJ1HtqvYuQyVj,upi,13200,40,7,captured,2025-06-12T16:00:37,setl_hMyIeRaHel90mo
pay_l7EiLgEzgfDYmF,order_KxnEsSdiiCoSQj,upi,1322600,3968,714,captured,2025-06-12T17:29:24,setl_hMyIeRaHel90mo
